ENTERPRISEID,CUSTOMERENTERPRISEID,CLIENTENTERPRISEID,CLIENTLOCATIONENTERPRISEID,SECURITYPROVIDERENTERPRISEID,GUARDQUALIFICATIONENTERPRISEID,SERVICELINECURRENTENTERPRISEID,WORKORDERTERMINATIONREASONENTERPRISEID,NUMBER,FULFILLMENTTYPE,CLASS,CATEGORY,POSITION,BILLINGCODE,STARTDATE,ENDDATE,DATECREATEDUTC,DATEMODIFIEDUTC
1C65DBED-65F2-4972-85CD-08D87F10217B,Psrm-CUS080007,Psrm-MUL-C0000556,Psrm-MUL-CL0049835,Psrm-MUL-V0001955,Psrm-WOGQ000002,Psrm-MULSL000025,,L1955.11095,Direct,Revised,Long Term,109 RAMP,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:52:00-07:00,2023-09-11T23:52:00-07:00
472A78E4-845D-4EF1-A898-B690FE55FD86,Psrm-CUS080007,Psrm-MUL-C0000556,Psrm-MUL-CL0049835,Psrm-MUL-V0001955,Psrm-WOGQ000002,Psrm-MULSL000025,,L1955.11096,Direct,Revised,Long Term,110 MESSENGER CENTER,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:52:00-07:00,2023-09-11T23:52:00-07:00
0BEB6D75-5D74-4F33-9E1B-0452CBF1950E,Psrm-CUS080007,Psrm-MUL-C0000556,Psrm-MUL-CL0049835,Psrm-MUL-V0001955,Psrm-WOGQ000002,Psrm-MULSL000025,,L1955.10895,Direct,Revised,Long Term,102 FSD/EAP,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:55:00-07:00,2023-09-11T23:55:00-07:00
6F09461F-7713-4088-B090-C384AF473B55,Psrm-CUS080007,Psrm-MUL-C0000575,Psrm-MUL-CL0049839,Psrm-MUL-V0001973,Psrm-WOGQ000002,Psrm-MULSL000025,,L1973.11338,Direct,Revised,Long Term,ACCOUNT DIRECTOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:45:00-07:00,2023-09-11T22:45:00-07:00
9E14EA74-8266-40DA-8BB0-6EBD2FF1CA09,Psrm-CUS080007,Psrm-MUL-C0000575,Psrm-MUL-CL0049839,Psrm-MUL-V0001973,Psrm-WOGQ000002,Psrm-MULSL000025,,L1973.11050,Direct,Revised,Long Term,ACCOUNT SUPERVISOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:45:00-07:00,2023-09-11T22:45:00-07:00
C36FDC48-3EC5-40AD-9B24-DF6DF04B5C1B,Psrm-CUS080007,Psrm-MUL-C0000575,Psrm-MUL-CL0049839,Psrm-MUL-V0001973,Psrm-WOGQ000002,Psrm-MULSL000025,,L1973.11051,Direct,Revised,Long Term,DISPATCH,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:45:00-07:00,2023-09-11T22:45:00-07:00
0BBF23EE-BA78-42BE-B932-D96B7D2BC783,Psrm-CUS080007,Psrm-MUL-C0000575,Psrm-MUL-CL0049839,Psrm-MUL-V0001973,Psrm-WOGQ000002,Psrm-MULSL000025,,L1973.11237,Direct,Revised,Long Term,LOBBY,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:45:00-07:00,2023-09-11T22:45:00-07:00
114B4611-E5C5-489F-99E7-F05517E3D82A,Psrm-CUS080007,Psrm-MUL-C0000575,Psrm-MUL-CL0049839,Psrm-MUL-V0001973,Psrm-WOGQ000002,Psrm-MULSL000025,,L1973.11052,Direct,Revised,Long Term,PATROL,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:46:00-07:00,2023-09-11T22:46:00-07:00
8431EB37-02C4-4EA5-A767-E778627A9F63,Psrm-CUS080007,Psrm-MUL-C0000587,Psrm-MUL-CL0049840,Psrm-MUL-V0001987,Psrm-WOGQ000002,Psrm-MULSL000025,,L1987.11342,Direct,Revised,Long Term,ACCOUNT DIRECTOR OF SECURITY,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:53:00-07:00,2023-09-11T23:53:00-07:00
DFCAA7AB-0FC1-4A46-AFC2-8B9E7DB9DB43,Psrm-CUS080007,Psrm-MUL-C0000587,Psrm-MUL-CL0049840,Psrm-MUL-V0001987,Psrm-WOGQ000002,Psrm-MULSL000025,,L1987.11005,Direct,Revised,Long Term,ACCOUNTSHIFT SUPERVISORS,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:53:00-07:00,2023-09-11T23:53:00-07:00
1F0D9933-F49A-4559-8F73-85F06CE00C2F,Psrm-CUS080007,Psrm-MUL-C0000587,Psrm-MUL-CL0049840,Psrm-MUL-V0001987,Psrm-WOGQ000002,Psrm-MULSL000025,,L1987.11006,Direct,Revised,Long Term,CONCIERGE/PATROL/42ND FL RELIEF,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:54:00-07:00,2023-09-11T23:54:00-07:00
CF94C40E-BDD1-402B-BF9E-0A43A6D89129,Psrm-CUS080007,Psrm-MUL-C0000491,Psrm-MUL-CL0049841,Psrm-MUL-V0001882,Psrm-WOGQ000002,Psrm-MULSL000025,,L1882.11383,Direct,Revised,Long Term,DFSD LOBBY,N/A,2023-09-11T00:00:00Z,,2023-09-11T20:59:00-07:00,2023-09-11T20:59:00-07:00
E29BA262-D58F-4084-AF2D-15108D885A40,Psrm-CUS080007,Psrm-MUL-C0000491,Psrm-MUL-CL0049841,Psrm-MUL-V0001882,Psrm-WOGQ000002,Psrm-MULSL000025,,L1882.11347,Direct,Revised,Long Term,ACCOUNT FSD SUPERVISOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T20:59:00-07:00,2023-09-11T20:59:00-07:00
32C6B218-A4BA-4ACD-90FB-E277E00CB930,Psrm-CUS080007,Psrm-MUL-C0000491,Psrm-MUL-CL0049841,Psrm-MUL-V0001882,Psrm-WOGQ000002,Psrm-MULSL000025,,L1882.11241,Direct,Revised,Long Term,CONCIERGE,N/A,2023-09-11T00:00:00Z,,2023-09-11T20:59:00-07:00,2023-09-11T20:59:00-07:00
D7A28CF0-45D6-4CA1-96E4-6DE905C5C066,Psrm-CUS080007,Psrm-MUL-C0000491,Psrm-MUL-CL0049841,Psrm-MUL-V0001882,Psrm-WOGQ000002,Psrm-MULSL000025,,L1882.12418,Direct,Revised,Long Term,CONCIERGE WEEKEND,N/A,2023-09-11T00:00:00Z,,2023-09-11T21:00:00-07:00,2023-09-11T21:00:00-07:00
B57988B6-139B-4A12-8759-B13D12A31ABB,Psrm-CUS080007,Psrm-MUL-C0000491,Psrm-MUL-CL0049841,Psrm-MUL-V0001882,Psrm-WOGQ000002,Psrm-MULSL000025,,L1882.11348,Direct,Revised,Long Term,MAIL ROOM/LOADING DOCK,,2023-09-11T00:00:00Z,,2023-09-11T22:57:00-07:00,2023-09-11T22:57:00-07:00
DF87BFBB-DD48-4F1D-933D-D805FA4774F5,Psrm-CUS080007,Psrm-MUL-C0000491,Psrm-MUL-CL0049841,Psrm-MUL-V0001882,Psrm-WOGQ000002,Psrm-MULSL000025,,L1882.11013,Direct,Revised,Long Term,LOBBY DESK,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:58:00-07:00,2023-09-11T22:58:00-07:00
251E8A25-7AB6-4057-97FB-A426432E6B8D,Psrm-CUS080007,Psrm-MUL-C0000486,Psrm-MUL-CL0049842,Psrm-MUL-V0001877,Psrm-WOGQ000002,Psrm-MULSL000025,,L1877.11161,Direct,Revised,Long Term,FSD RELIEF GUARD,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:32:00-07:00,2023-09-11T23:32:00-07:00
AB18057C-A89A-4E7E-8AA5-DDF904038873,Psrm-CUS080007,Psrm-MUL-C0000486,Psrm-MUL-CL0049842,Psrm-MUL-V0001877,Psrm-WOGQ000002,Psrm-MULSL000025,,L1877.11160,Direct,Revised,Long Term,FSD FULL TIME,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:32:00-07:00,2023-09-11T23:32:00-07:00
B46D20F7-2DB7-4E2C-82C1-A285F0C2135A,Psrm-CUS080007,Psrm-MUL-C0000486,Psrm-MUL-CL0049842,Psrm-MUL-V0001877,Psrm-WOGQ000002,Psrm-MULSL000025,,L1877.10949,Direct,Revised,Long Term,ACCOUNT LEAD EAP/FSD DIRECTOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:32:00-07:00,2023-09-11T23:32:00-07:00
22C49E0D-11D2-4612-822B-FA505B89CD9B,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.10933,Direct,Revised,Long Term,INTERIOR PERIMETER PATROL,N/A,2023-11-07T00:00:00Z,,2023-09-11T23:25:00-07:00,2023-11-06T20:21:00-08:00
020542DA-1B12-4D61-97AB-0A5E3D47F78D,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.10934,Direct,Revised,Long Term,LOBBY WHITEHALL PATROL,N/A,2023-11-07T00:00:00Z,,2023-09-11T23:25:00-07:00,2023-11-06T20:22:00-08:00
C2FD69EE-CCA0-4A26-829C-96E0A3C16741,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000001,Psrm-MULSL000025,,L1873.11246,Direct,Revised,Long Term,ACCOUNT MANAGER,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:51:00-07:00,2023-09-11T22:51:00-07:00
08448264-6659-4C32-A71F-88390B2328C0,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11697,Direct,Revised,Long Term,LOAD DOCK ACCESS CNTRL/GUARD BOOTH,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:22:00-07:00,2023-09-11T23:22:00-07:00
C7B84B67-BEC2-4541-8E04-35A49CD2D1B2,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11463,Direct,Revised,Long Term,CONCOURSE,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
C753934C-6C14-40A6-B8BD-F9C53F21C01D,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11439,Direct,Revised,Long Term,CONCOURSE EAST,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
1D49BC1B-FEA2-4BAD-86DA-41DD9F853534,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11149,Direct,Revised,Long Term,W-BANK,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
2C7EE7B0-BD21-4DD6-9109-30D383E7A06C,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11148,Direct,Revised,Long Term,VISITOR CENTER,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
26A2A153-A65E-4228-8ABC-910C3E0FCF4E,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11147,Direct,Revised,Long Term,RELIEF,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
3D033680-AE3B-4DEA-88FD-1E141A6A526C,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11146,Direct,Revised,Long Term,FCS VISITOR CHECK IN,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
0CEF834B-0FCC-4678-B3B9-428E13803675,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11145,Direct,Revised,Long Term,CONCOURSE WEST,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
8041DC08-9C92-4128-850E-EBD59338FCA2,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11103,Direct,Revised,Long Term,LOADING DOCK / DOCK MASTER,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
D9FF2C66-DCAD-43E8-AF1E-C8DA10F89E0D,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.11067,Direct,Revised,Long Term,BROAD STREET TURNSTILES,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
627C2DE5-44E7-4A83-B451-8CDFE5F206EE,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.10936,Direct,Revised,Long Term,WHITEHALL SECURITY DESK,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:24:00-07:00,2023-09-11T23:24:00-07:00
F695E9BF-AA31-4954-98DA-B18D6E2C7E84,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000002,Psrm-MULSL000025,,L1873.10935,Direct,Revised,Long Term,OUTER PERIMETER PATROL,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:25:00-07:00,2023-09-11T23:25:00-07:00
75038A5A-968E-4C5D-85FA-9003B4C6E666,Psrm-CUS080007,Psrm-MUL-C0000483,Psrm-MUL-CL0049843,Psrm-MUL-V0001873,Psrm-WOGQ000001,Psrm-MULSL000025,,L1873.10932,Direct,Revised,Long Term,ACCOUNT SHIFT SUPERVISORS,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:25:00-07:00,2023-09-11T23:25:00-07:00
6C6B562D-F308-41C9-ACE0-C33666969975,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.11039,Direct,Revised,Long Term,WFC 14TH FL CONSOLE OPERATORS,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:38:00-07:00,2023-09-11T22:38:00-07:00
9250B738-2D50-4431-AF5E-42BFF1FDB53C,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.11038,Direct,Revised,Long Term,WFC 08TH FL CONSOLE OPERATORS,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:38:00-07:00,2023-09-11T22:38:00-07:00
30242914-A4B9-48C1-A169-B2C549833B7D,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.10876,Direct,Revised,Long Term,ACCT SHIFT SUPERVISOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:40:00-07:00,2023-09-11T22:40:00-07:00
F143DED0-29AA-4E32-BC9E-873A958DF388,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.11207,Direct,Revised,Long Term,ACCOUNT SUPERVISOR,,2023-09-11T00:00:00Z,,2023-09-11T22:56:00-07:00,2023-09-11T22:56:00-07:00
D51F5736-6E79-47DE-985C-E93A9E62C1CF,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.11325,Direct,Revised,Long Term,WFC 08TH FL SEC COV/UNIF SITE SUPV,,2023-09-11T00:00:00Z,,2023-09-11T22:56:00-07:00,2023-09-11T22:56:00-07:00
EDF8671B-426E-4626-9900-0C24E0F1939A,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.11324,Direct,Revised,Long Term,ACCOUNT MANAGER,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:02:00-07:00,2023-09-11T23:02:00-07:00
FE413741-24F9-43AC-828A-D92DAF5D0E47,Psrm-CUS080007,Psrm-MUL-C0000552,Psrm-MUL-CL0049844,Psrm-MUL-V0001951,Psrm-WOGQ000002,Psrm-MULSL000025,,L1951.11115,Direct,Revised,Long Term,ACCOUNT MANAGER - OT,N/A,2023-09-11T00:00:00Z,,2023-09-21T22:48:00-07:00,2023-09-21T22:48:00-07:00
38FA0D6A-6686-4F3C-9AD4-46564D02BD00,Psrm-CUS080007,Psrm-MUL-C0000539,Psrm-MUL-CL0049848,Psrm-MUL-V0001937,Psrm-WOGQ000002,Psrm-MULSL000025,,L1937.11476,Direct,Revised,Long Term,ACCOUNT MANAGER,,2023-09-11T00:00:00Z,,2023-09-11T22:53:00-07:00,2023-09-11T22:53:00-07:00
DF6EB2A6-10E4-4095-8F0A-1C420D1304CF,Psrm-CUS080007,Psrm-MUL-C0000539,Psrm-MUL-CL0049848,Psrm-MUL-V0001937,Psrm-WOGQ000002,Psrm-MULSL000025,,L1937.10981,Direct,Revised,Long Term,OVERNIGHT,,2023-09-11T00:00:00Z,,2023-09-11T22:54:00-07:00,2023-09-11T22:54:00-07:00
9B74FF06-607D-4E16-B2C0-A5261F6CFE7A,Psrm-CUS080007,Psrm-MUL-C0000539,Psrm-MUL-CL0049848,Psrm-MUL-V0001937,Psrm-WOGQ000002,Psrm-MULSL000025,,L1937.11193,Direct,Revised,Long Term,ROVER,,2023-09-11T00:00:00Z,,2023-09-11T22:56:00-07:00,2023-09-11T22:56:00-07:00
18814982-E89E-4EA6-9ED6-838BC792100C,Psrm-CUS080007,Psrm-MUL-C0000539,Psrm-MUL-CL0049848,Psrm-MUL-V0001937,Psrm-WOGQ000002,Psrm-MULSL000025,,L1937.11316,Direct,Revised,Long Term,ACCOUNT MANG/SUPV,,2023-09-11T00:00:00Z,,2023-09-11T22:56:00-07:00,2023-09-11T22:56:00-07:00
3EE6295D-2234-4C76-A01A-FC55F081A6F1,Psrm-CUS080007,Psrm-MUL-C0000539,Psrm-MUL-CL0049848,Psrm-MUL-V0001937,Psrm-WOGQ000002,Psrm-MULSL000025,,L1937.11394,Direct,Revised,Long Term,DATA CENTER,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:58:00-07:00,2023-09-11T22:58:00-07:00
9E9FADB8-A4F6-4CF3-9F77-51D1FF0FC1F1,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000001,Psrm-MULSL000025,,L1875.11068,Direct,Revised,Long Term,ACCOUNT SECURITY DIRECTOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:51:00-07:00,2023-09-11T22:51:00-07:00
B5638FA5-218A-409E-BE15-DDEF8F2CC5D0,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.11154,Direct,Revised,Long Term,ACCT LEAD FSD/EAP DIRECTOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:27:00-07:00,2023-09-11T23:27:00-07:00
1AD38277-5CC8-45D3-A23B-C686BE36B75A,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.11414,Direct,Revised,Long Term,SECURITY/LEAD OFFICER/TURNSTILE,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:27:00-07:00,2023-09-11T23:27:00-07:00
4C6ED838-9115-4473-A7C5-2614A0C4E06A,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.11107,Direct,Revised,Long Term,L/D BADGING STATION,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:27:00-07:00,2023-09-11T23:27:00-07:00
F60CD295-F3C0-4836-8986-5FA896181D93,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.11085,Direct,Revised,Long Term,FREIGHT CARS,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:27:00-07:00,2023-09-11T23:27:00-07:00
284E4AD6-22A0-4DAB-9CFF-8F212E80B265,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.11084,Direct,Revised,Long Term,DOCKMASTER LOWER,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:27:00-07:00,2023-09-11T23:27:00-07:00
CE6724A8-7052-4B42-8277-C26D497BE893,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.10943,Direct,Revised,Long Term,LIBERTY STREET LOBBY,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:27:00-07:00,2023-09-11T23:27:00-07:00
03A706D1-A80A-40A0-88C8-75721967DA91,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.10942,Direct,Revised,Long Term,INTERIOR PATROL,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:28:00-07:00,2023-09-11T23:28:00-07:00
25C710F4-4B71-47B6-8696-DB0B37EE9472,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.10941,Direct,Revised,Long Term,GARAGE BOOTH,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:28:00-07:00,2023-09-11T23:28:00-07:00
A3919986-586C-46D0-AE62-92EB4F034C41,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.10940,Direct,Revised,Long Term,BLDG. ACCESS TURNSTILES,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:28:00-07:00,2023-09-11T23:28:00-07:00
55896673-EF56-4CCC-8279-D4D901E69F36,Psrm-CUS080007,Psrm-MUL-C0000484,Psrm-MUL-CL0049849,Psrm-MUL-V0001875,Psrm-WOGQ000002,Psrm-MULSL000025,,L1875.10939,Direct,Revised,Long Term,ACCT SHIFT SUPERVISORS/FSDS,N/A,2023-09-11T00:00:00Z,,2023-09-11T23:29:00-07:00,2023-09-11T23:29:00-07:00
B7DE8E4F-0264-484B-A9A5-2C772D5E21F7,Psrm-CUS080007,Psrm-MUL-C0000531,Psrm-MUL-CL0049853,Psrm-MUL-V0001929,Psrm-WOGQ000002,Psrm-MULSL000025,,L1929.10977,Direct,Revised,Long Term,SECURITY OFFICER,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:42:00-07:00,2023-09-11T22:42:00-07:00
9B603FB2-B51F-4EE4-8DEA-33E7A0EC299A,Psrm-CUS080007,Psrm-MUL-C0000531,Psrm-MUL-CL0049853,Psrm-MUL-V0001929,Psrm-WOGQ000002,Psrm-MULSL000025,,L1929.11314,Direct,Revised,Long Term,ACCOUNT SUPERVISOR,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:43:00-07:00,2023-09-11T22:43:00-07:00
5C36089B-E926-49DE-BBFE-8A0D86F2E3FF,Psrm-CUS080007,Psrm-MUL-C0000497,Psrm-MUL-CL0049857,Psrm-MUL-V0001890,Psrm-WOGQ000002,Psrm-MULSL000025,,L1890.11299,Direct,Revised,Long Term,TURNSTILES 43RD ST,N/A,2023-09-11T00:00:00Z,,2023-09-11T20:57:00-07:00,2023-09-11T20:57:00-07:00
C19D5660-4460-4646-BE7A-2316A6F0411B,Psrm-CUS080007,Psrm-MUL-C0000497,Psrm-MUL-CL0049857,Psrm-MUL-V0001890,Psrm-WOGQ000002,Psrm-MULSL000025,,L1890.11016,Direct,Revised,Long Term,DEPUTY FIRE SAFETY/EAP DIRECTORS,N/A,2023-09-11T00:00:00Z,,2023-09-11T20:57:00-07:00,2023-09-11T20:57:00-07:00
590516A4-6494-4810-86B3-1F6FCC7CC952,Psrm-CUS080007,Psrm-MUL-C0000497,Psrm-MUL-CL0049857,Psrm-MUL-V0001890,Psrm-WOGQ000002,Psrm-MULSL000025,,L1890.11017,Direct,Revised,Long Term,LOADING DOCK 44TH ST,,2023-09-11T00:00:00Z,,2023-09-11T22:44:00-07:00,2023-09-11T22:44:00-07:00
E890B352-B117-434F-9129-75CB11C6E5DD,Psrm-CUS080007,Psrm-MUL-C0000497,Psrm-MUL-CL0049857,Psrm-MUL-V0001890,Psrm-WOGQ000002,Psrm-MULSL000025,,L1890.11296,Direct,Revised,Long Term,ACCT MGR/EAP/FSD DIRECTOR,,2023-09-11T00:00:00Z,,2023-09-11T22:44:00-07:00,2023-09-11T22:44:00-07:00
3C855D03-A434-4CB6-9EE8-F62C4964EB3E,Psrm-CUS080007,Psrm-MUL-C0000497,Psrm-MUL-CL0049857,Psrm-MUL-V0001890,Psrm-WOGQ000002,Psrm-MULSL000025,,L1890.11298,Direct,Revised,Long Term,LOBBY DESK,,2023-09-11T00:00:00Z,,2023-09-11T22:44:00-07:00,2023-09-11T22:44:00-07:00
572AA284-7119-48F1-8077-62F552F3E93C,Psrm-CUS080007,Psrm-MUL-C0000497,Psrm-MUL-CL0049857,Psrm-MUL-V0001890,Psrm-WOGQ000002,Psrm-MULSL000025,,L1890.11297,Direct,Revised,Long Term,FREIGHT OPERATOR 44TH ST,N/A,2023-09-11T00:00:00Z,,2023-09-11T22:45:00-07:00,2023-09-11T22:45:00-07:00
E2AC8D59-37D6-4D5C-95F0-F3D412F148D0,Psrm-CUS080007,Psrm-MUL-C0000505,Psrm-MUL-CL0049859,Psrm-MUL-V0001898,Psrm-WOGQ000002,Psrm-MULSL000025,,L1898.11022,Direct,Revised,Long Term,LOBBY DESK 1,,2023-09-11T00:00:00Z,,2023-09-11T22:54:00-07:00,2023-09-11T22:54:00-07:00
267734C8-D86A-46D0-BF79-5CDA70DF11B5,Psrm-CUS080007,Psrm-MUL-C0000505,Psrm-MUL-CL0049859,Psrm-MUL-V0001898,Psrm-WOGQ000002,Psrm-MULSL000025,,L1898.11303,Direct,Revised,Long Term,ACCT SUPERVISOR/FIRE/EAP,,2023-09-11T00:00:00Z,,2023-09-11T22:56:00-07:00,2023-09-11T22:56:00-07:00
32C8675F-296E-40DE-BD21-D8E699B2551D,Psrm-CUS080007,Psrm-MUL-C0000505,Psrm-MUL-CL0049859,Psrm-MUL-V0001898,Psrm-WOGQ000002,Psrm-MULSL000025,,L1898.11416,Direct,Revised,Long Term,LOBBY DESK/RELIEF,,2023-09-11T00:00:00Z,,2023-09-11T22:57:00-07:00,2023-09-11T22:57:00-07:00
